employee_id,date,time_in,time_out,overtime
20,2024-04-26,08:36,17:06,0.1
21,2024-04-26,08:54,18:27,1.45
22,2024-04-26,08:07,18:56,1.93
23,2024-04-26,08:58,17:23,0.38
24,2024-04-26,08:46,17:57,0.95
25,2024-04-26,08:37,17:28,0.47
26,2024-04-26,09:30,18:52,1.87
27,2024-04-26,09:13,17:09,0.15
28,2024-04-26,09:28,18:39,1.65
29,2024-04-26,09:05,18:52,1.87
30,2024-04-26,09:00,17:46,0.77
31,2024-04-26,09:10,17:22,0.37
32,2024-04-26,08:53,17:47,0.78
33,2024-04-26,09:13,18:13,1.22
34,2024-04-26,08:58,18:35,1.58
1,2024-04-29,09:56,18:36,1.6
2,2024-04-29,09:33,17:48,0.8
3,2024-04-29,09:24,17:23,0.38
4,2024-04-29,09:35,18:58,1.97
5,2024-04-29,09:59,18:43,1.72
6,2024-04-29,08:55,17:53,0.88
7,2024-04-29,08:59,17:20,0.33
8,2024-04-29,08:03,17:10,0.17
9,2024-04-29,08:16,18:30,1.5
10,2024-04-29,09:10,17:05,0.08
11,2024-04-29,08:19,17:09,0.15
12,2024-04-29,09:43,17:10,0.17
13,2024-04-29,08:02,18:21,1.35
14,2024-04-29,08:27,18:15,1.25
15,2024-04-29,09:20,18:28,1.47
16,2024-04-29,08:06,18:48,1.8
17,2024-04-29,09:44,17:43,0.72
18,2024-04-29,08:07,17:46,0.77
19,2024-04-29,09:33,18:49,1.82
20,2024-04-29,09:28,17:12,0.2
21,2024-04-29,08:36,18:00,1.0
22,2024-04-29,09:55,18:52,1.87
23,2024-04-29,08:13,17:32,0.53
24,2024-04-29,08:50,18:58,1.97
25,2024-04-29,08:11,18:37,1.62
26,2024-04-29,09:20,17:39,0.65
27,2024-04-29,09:34,18:02,1.03
28,2024-04-29,09:15,17:47,0.78
29,2024-04-29,09:29,17:46,0.77
30,2024-04-29,09:20,18:37,1.62
31,2024-04-29,09:36,17:28,0.47
32,2024-04-29,08:18,17:52,0.87
33,2024-04-29,08:05,17:21,0.35
34,2024-04-29,08:45,18:59,1.98
1,2024-04-30,09:38,18:22,1.37
2,2024-04-30,08:35,17:44,0.73
3,2024-04-30,08:50,17:19,0.32
4,2024-04-30,09:40,17:10,0.17
5,2024-04-30,08:20,17:55,0.92
6,2024-04-30,09:08,18:46,1.77
7,2024-04-30,09:57,17:04,0.07
8,2024-04-30,08:07,17:33,0.55
9,2024-04-30,08:54,17:57,0.95
10,2024-04-30,09:36,18:36,1.6
11,2024-04-30,08:51,17:57,0.95
12,2024-04-30,09:26,17:08,0.13
13,2024-04-30,08:37,17:00,0
14,2024-04-30,09:37,18:42,1.7
15,2024-04-30,09:21,18:10,1.17
16,2024-04-30,08:54,17:12,0.2
17,2024-04-30,08:44,18:58,1.97
18,2024-04-30,09:48,17:17,0.28
19,2024-04-30,08:57,17:49,0.82
20,2024-04-30,08:54,18:59,1.98
21,2024-04-30,09:21,17:36,0.6
22,2024-04-30,08:58,18:10,1.17
23,2024-04-30,08:40,18:02,1.03
24,2024-04-30,09:53,17:20,0.33
25,2024-04-30,09:30,17:57,0.95
26,2024-04-30,08:38,17:48,0.8
27,2024-04-30,09:23,18:02,1.03
28,2024-04-30,08:42,18:37,1.62
29,2024-04-30,09:40,18:35,1.58
30,2024-04-30,08:04,18:39,1.65
31,2024-04-30,09:47,18:31,1.52
32,2024-04-30,09:34,17:07,0.12
33,2024-04-30,09:53,18:33,1.55
34,2024-04-30,09:08,17:59,0.98
