employee_id,date,time_in,time_out,overtime
20,2024-02-28,08:55,18:15,1.25
21,2024-02-28,09:57,17:37,0.62
22,2024-02-28,08:09,18:19,1.32
23,2024-02-28,08:00,17:06,0.1
24,2024-02-28,09:08,17:13,0.22
25,2024-02-28,09:05,17:57,0.95
26,2024-02-28,08:51,17:50,0.83
27,2024-02-28,08:23,18:25,1.42
28,2024-02-28,08:18,17:55,0.92
29,2024-02-28,08:57,17:52,0.87
30,2024-02-28,09:23,17:06,0.1
31,2024-02-28,08:54,17:02,0.03
32,2024-02-28,09:18,17:17,0.28
33,2024-02-28,09:51,17:06,0.1
34,2024-02-28,09:10,18:39,1.65
1,2024-02-29,09:05,17:06,0.1
2,2024-02-29,09:37,18:13,1.22
3,2024-02-29,08:40,18:13,1.22
4,2024-02-29,08:38,18:30,1.5
5,2024-02-29,08:54,18:22,1.37
6,2024-02-29,09:16,18:20,1.33
7,2024-02-29,09:19,18:51,1.85
8,2024-02-29,09:48,17:34,0.57
9,2024-02-29,09:41,18:40,1.67
10,2024-02-29,09:58,18:28,1.47
11,2024-02-29,08:36,18:28,1.47
12,2024-02-29,09:35,17:42,0.7
13,2024-02-29,08:25,17:53,0.88
14,2024-02-29,09:23,18:58,1.97
15,2024-02-29,08:46,18:19,1.32
16,2024-02-29,09:56,18:27,1.45
17,2024-02-29,09:46,17:00,0
18,2024-02-29,09:05,18:40,1.67
19,2024-02-29,09:59,17:25,0.42
20,2024-02-29,08:42,17:19,0.32
21,2024-02-29,09:51,18:15,1.25
22,2024-02-29,09:15,17:28,0.47
23,2024-02-29,09:19,17:46,0.77
24,2024-02-29,09:54,18:51,1.85
25,2024-02-29,09:28,17:03,0.05
26,2024-02-29,09:16,17:43,0.72
27,2024-02-29,08:57,18:43,1.72
28,2024-02-29,09:59,17:24,0.4
29,2024-02-29,09:38,17:58,0.97
30,2024-02-29,08:32,17:13,0.22
31,2024-02-29,09:42,17:13,0.22
32,2024-02-29,08:10,17:50,0.83
33,2024-02-29,09:36,18:01,1.02
34,2024-02-29,08:51,17:36,0.6
